antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'支付方式_云闪付'}),frozenset({'类别_服装'}),0.14257066666666668,0.48761244444444446,0.06918488888888889,0.4852673450047384,0.995190648913036,1.0,-0.00033434239051852166,0.99544404378283,-0.005604553066760708,0.12332461342717663,-0.004576807953821977,0.3135761696403513
frozenset({'支付方式_云闪付'}),frozenset({'类别_电子产品'}),0.14257066666666668,0.483832,0.06897422222222223,0.4837897151977655,0.999912604370454,1.0,-6.0285724444442135e-06,0.9999180860911154,-0.00010192602019184998,0.12373645964723726,-8.19206193225938e-05,0.313173960905632
frozenset({'支付方式_云闪付'}),frozenset({'类别_食品'}),0.14257066666666668,0.4841413333333333,0.06904266666666667,0.48426978901690854,1.0002653268265504,1.0,1.8314012444439753e-05,1.0002490753514912,0.00030936245890714247,0.12380574390558804,0.00024901332840886084,0.31343914175306054
frozenset({'支付方式_信用卡'}),frozenset({'类别_服装'}),0.14264622222222223,0.48761244444444446,0.06981155555555556,0.4894034659172342,1.0036730429938685,1.0,0.0002554824470123451,1.0035077039369393,0.004268484278560036,0.12456403855334548,0.0034954429579146257,0.3162868169232958
frozenset({'支付方式_信用卡'}),frozenset({'类别_电子产品'}),0.14264622222222223,0.483832,0.06852355555555556,0.4803741346111904,0.9928531693050282,1.0,-0.0004932514346666639,0.993345471003022,-0.008326017530019542,0.12281204844997363,-0.006699108408133787,0.31100044421695655
frozenset({'支付方式_信用卡'}),frozenset({'类别_食品'}),0.14264622222222223,0.4841413333333333,0.06902222222222222,0.48386996267377874,0.9994394804969735,1.0,-3.870999940741582e-05,0.9994742203709741,-0.0006537175771750003,0.1237477808269826,-0.0005260562186695269,0.3132181144532062
frozenset({'支付方式_储蓄卡'}),frozenset({'类别_服装'}),0.1429608888888889,0.48761244444444446,0.069744,0.4878537097947535,1.0004947891569582,1.0,3.449150893826414e-05,1.0004710867869653,0.0005770383816903879,0.12435868784799654,0.0004708649687002223,0.3154426670906669
frozenset({'支付方式_储蓄卡'}),frozenset({'类别_电子产品'}),0.1429608888888889,0.483832,0.06929244444444445,0.48469511474777877,1.0017839141432952,1.0,0.00012339165155555998,1.0016749593735292,0.0020777785254690196,0.12429128108318402,0.0016721585758489126,0.3139555167941473
frozenset({'支付方式_储蓄卡'}),frozenset({'类别_食品'}),0.1429608888888889,0.4841413333333333,0.06905955555555555,0.48306607557000825,0.9977790415953088,1.0,-0.00015371980562962906,0.9979199319052029,-0.0025904720970447424,0.12375318175591511,-0.0020844037966311173,0.3128547271355886
frozenset({'支付方式_微信支付'}),frozenset({'类别_服装'}),0.14335644444444445,0.48761244444444446,0.06982133333333333,0.48704704977802027,0.9988404835174616,1.0,-8.105296908642035e-05,0.9988977650558798,-0.0013532951070225003,0.12442597787708044,-0.0011034512065991964,0.31511863503112664
frozenset({'支付方式_微信支付'}),frozenset({'类别_电子产品'}),0.14335644444444445,0.483832,0.069256,0.4831034995907636,0.9984943112294424,1.0,-0.00010443522844444386,0.9985906261530894,-0.0017572179991999924,0.12412972339144204,-0.0014113629849901348,0.31312204692331047
frozenset({'支付方式_微信支付'}),frozenset({'类别_食品'}),0.14335644444444445,0.4841413333333333,0.06956622222222222,0.48526749175326767,1.0023260943497236,1.0,0.0001614420669629607,1.0021878517519134,0.0027090569658465694,0.12468594315830059,0.002183075506342215,0.3144786984065654
frozenset({'支付方式_支付宝'}),frozenset({'类别_服装'}),0.143168,0.48761244444444446,0.06997333333333333,0.4887498137386381,1.0023325272091639,1.0,0.00016283488711110738,1.0022246824055183,0.0027159340302320835,0.12477255003899142,0.0022197441796969913,0.3161258784970598
frozenset({'支付方式_支付宝'}),frozenset({'类别_电子产品'}),0.143168,0.483832,0.06922933333333334,0.48355312174042625,0.9994236051778846,1.0,-3.992644266664902e-05,0.9994600059148124,-0.000672639811547387,0.12411791704117345,-0.0005402858363434653,0.3133193002232668
frozenset({'支付方式_支付宝'}),frozenset({'类别_食品'}),0.143168,0.4841413333333333,0.06930577777777777,0.4840870709779963,0.9998879204240559,1.0,-7.768632888885407e-06,0.9998948226487755,-0.00013080449496262543,0.1242031114098835,-0.00010518841466333643,0.31361951238463376
frozenset({'支付方式_现金'}),frozenset({'类别_服装'}),0.14275644444444444,0.48761244444444446,0.06954488888888889,0.4871576142116177,0.999067230055326,1.0,-6.492994686418951e-05,0.9991131188734962,-0.0010879347770060002,0.12400483732666379,-0.0008876683828388962,0.3148904498676379
frozenset({'支付方式_现金'}),frozenset({'类别_电子产品'}),0.14275644444444444,0.483832,0.06924888888888889,0.48508415265160243,1.0025879905661519,1.0,0.00017875286044445604,1.0024317617297087,0.003011174762506459,0.12424901157403348,0.0024258626098526935,0.3141050247137632
frozenset({'支付方式_现金'}),frozenset({'类别_食品'}),0.14275644444444444,0.4841413333333333,0.06907022222222223,0.4838326037820438,0.9993623152372388,1.0,-4.407313303703142e-05,0.9994018809526682,-0.000743799178080961,0.12382002562321133,-0.0005984770078293827,0.31324900730854
frozenset({'支付方式_银联'}),frozenset({'类别_服装'}),0.14254133333333333,0.48761244444444446,0.06953244444444444,0.4878054864398007,1.0003958922655802,1.0,2.7516463407400993e-05,1.0003768919624194,0.00046152148471081944,0.12402746793636898,0.00037674996838465616,0.3152016253922631
frozenset({'支付方式_银联'}),frozenset({'类别_电子产品'}),0.14254133333333333,0.483832,0.06930755555555555,0.4862277764266427,1.0049516700562235,1.0,0.0003414971662222266,1.0046631100645724,0.005746366586962764,0.12441538920598245,0.004641466395907413,0.3147374637060084
frozenset({'支付方式_银联'}),frozenset({'类别_食品'}),0.14254133333333333,0.4841413333333333,0.06907466666666667,0.4845939423418705,1.0009348695874012,1.0,6.451549155557512e-05,1.000878160048397,0.0010892611607530333,0.12387674973577618,0.000877389559938569,0.31363426661634236
frozenset({'类别_办公'}),frozenset({'类别_服装'}),0.13668355555555556,0.48761244444444446,0.061803555555555556,0.4521652608783305,0.9273045961603783,1.0,-0.00484504708424692,0.9352958455629417,-0.08324669703023424,0.10987446349896653,-0.06918041467201604,0.2894562750822698
frozenset({'类别_办公'}),frozenset({'类别_电子产品'}),0.13668355555555556,0.483832,0.06165777777777778,0.4510987260110945,0.9323457853368412,1.0,-0.00447410027377778,0.9403658261693758,-0.07753498974097821,0.11032820912496125,-0.06341593045075532,0.28926753147908535
frozenset({'类别_办公'}),frozenset({'类别_食品'}),0.13668355555555556,0.4841413333333333,0.061328,0.44868601603704256,0.9267665971583557,1.0,-0.004846158831407411,0.9356894286601788,-0.0838557219016054,0.1096127632126641,-0.06873068068312785,0.2876798848533849
frozenset({'类别_家居'}),frozenset({'类别_服装'}),0.25068355555555555,0.48761244444444446,0.11420622222222222,0.4555792340232396,0.9343060030846801,1.0,-0.008030199084246917,0.9411609320894783,-0.0857864934080858,0.18299646347177967,-0.0625175417979715,0.3448971924267035
frozenset({'类别_家居'}),frozenset({'类别_电子产品'}),0.25068355555555555,0.483832,0.11309066666666667,0.45112917923969664,0.9324087270781938,1.0,-0.008198059384888878,0.9404180008785984,-0.08820926565234165,0.18198605927881872,-0.06335693177473874,0.34243435708734393
frozenset({'类别_家居'}),frozenset({'类别_食品'}),0.25068355555555555,0.4841413333333333,0.11298844444444445,0.4507214052953879,0.9309707192157137,1.0,-0.008377826386962953,0.93915668959225,-0.09004356166536598,0.1817012261888085,-0.0647850471407131,0.3420502276532479
frozenset({'类别_母婴'}),frozenset({'类别_服装'}),0.134848,0.48761244444444446,0.06122222222222222,0.4540091230290566,0.9310860052932541,1.0,-0.004531340686222227,0.9384544269277667,-0.07880884613220521,0.10908419953974781,-0.06558184532595351,0.2897821043354207
frozenset({'类别_汽车用品'}),frozenset({'类别_服装'}),0.13150755555555554,0.48761244444444446,0.059706666666666665,0.4540170062049667,0.9311021721815277,1.0,-0.004418053960691358,0.9384679768027906,-0.07851129847778014,0.10673086090189722,-0.0655664601437323,0.2882319884205137
frozenset({'类别_玩具'}),frozenset({'类别_服装'}),0.20086844444444443,0.48761244444444446,0.09100888888888889,0.45307708306597577,0.9291745693286886,1.0,-0.006937064318419756,0.9368551576297639,-0.08707779064182157,0.15232327019322894,-0.06740085898656101,0.319859466712183
frozenset({'类别_电子产品'}),frozenset({'类别_服装'}),0.483832,0.48761244444444446,0.22244977777777777,0.4597665672749586,0.9428934238927973,1.0,-0.013472726442666672,0.9484558424512421,-0.1050143201512248,0.29699781277184584,-0.05434534244160942,0.45798428917192924
frozenset({'类别_服装'}),frozenset({'类别_电子产品'}),0.48761244444444446,0.483832,0.22244977777777777,0.45620201106889985,0.9428934238927972,1.0,-0.013472726442666672,0.9491907114525924,-0.10570722330002089,0.29699781277184584,-0.05352906210981723,0.45798428917192924
frozenset({'类别_运动户外'}),frozenset({'类别_服装'}),0.13290133333333334,0.48761244444444446,0.06031555555555555,0.4538370988669957,0.9307332165898057,1.0,-0.004488788461037049,0.9381588432546728,-0.07904421131002312,0.10766823806811239,-0.0659175758880949,0.2887663921647015
frozenset({'类别_食品'}),frozenset({'类别_服装'}),0.4841413333333333,0.48761244444444446,0.22275377777777777,0.46010072357199644,0.9435787146413107,1.0,-0.013319561225481474,0.9490428639681336,-0.10387321366029684,0.297401572466993,-0.05369318706934339,0.45846309029169674
frozenset({'类别_服装'}),frozenset({'类别_食品'}),0.48761244444444446,0.4841413333333333,0.22275377777777777,0.456825457011397,0.9435787146413107,1.0,-0.013319561225481474,0.9497106838408856,-0.10450335427744015,0.297401572466993,-0.05295224852660482,0.45846309029169674
frozenset({'类别_母婴'}),frozenset({'类别_电子产品'}),0.134848,0.483832,0.06045244444444445,0.4483006380846913,0.9265626045501151,1.0,-0.00479133309155555,0.9355965143915406,-0.08392318771435416,0.1082935513354968,-0.0688368165312625,0.2866228760915326
frozenset({'类别_母婴'}),frozenset({'类别_食品'}),0.134848,0.4841413333333333,0.06050222222222222,0.4486697779887149,0.9267330572657466,1.0,-0.004783268295111109,0.9356618702758284,-0.08373059619444594,0.1083323518457802,-0.06876215839083527,0.2868189386474431
frozenset({'类别_汽车用品'}),frozenset({'类别_电子产品'}),0.13150755555555554,0.483832,0.05904977777777778,0.4490219404377273,0.9280534161397496,1.0,-0.004577785841777766,0.9368213326136294,-0.08194801416162367,0.10614931306784953,-0.06743939872729941,0.2855339883096243
